tip,sex,smoker,day,time,size,total_bill
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.954720982476939,-0.6001926293436549,13.42
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.36086232994325146,-0.6001926293436549,14.26
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,15.95
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.346377972564381,-0.6001926293436549,12.48
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,0.8703080472607352,3.6141095738175477,29.8
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-1.0995645562656433,-0.6001926293436549,8.52
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,14.52
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,11.38
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.5926120480051782,0.4533829214466457,22.82
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-1.0850801988867729,-0.6001926293436549,19.08
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.12187043319188931,-0.6001926293436549,20.27
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-1.0850801988867729,-0.6001926293436549,11.17
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,12.26
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,0.18230107176438967,-0.6001926293436549,18.26
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-1.2661346661226534,-0.6001926293436549,8.51
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,10.33
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,14.15
0.7444058888728213,1.27422757542697,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,16.0
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.17980786270737106,-0.6001926293436549,13.16
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,0.36335553900027,-0.6001926293436549,17.47
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,2.680852719619539,3.6141095738175477,34.3
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,1.4496823424155523,2.560534023027247,41.19
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,1.4496823424155523,3.6141095738175477,27.05
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.5057059037319559,-0.6001926293436549,16.43
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-1.0850801988867729,-0.6001926293436549,8.35
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-1.186470700538866,0.4533829214466457,18.64
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.9909318759241152,-0.6001926293436549,11.87
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.9185100890297629,-0.6001926293436549,9.78
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,7.51
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.36086232994325146,-0.6001926293436549,14.07
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.7229712644150121,-0.6001926293436549,13.13
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.18705004139680614,0.4533829214466457,17.26
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.7229712644150121,1.5069584722369462,24.55
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.7229712644150121,1.5069584722369462,19.77
-1.3433531557819878,-0.7847891689715775,0.27915759476371155,-0.62158156050806,1.551072844067645,2.560534023027247,29.85
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,1.4496823424155523,3.6141095738175477,48.17
-1.3433531557819878,-0.7847891689715775,0.27915759476371155,-0.62158156050806,0.5444100062361504,1.5069584722369462,25.0
-1.3433531557819878,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.28119836435946416,-0.6001926293436549,13.39
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.7229712644150121,1.5069584722369462,16.49
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,0.36335553900027,1.5069584722369462,21.5
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.36086232994325146,-0.6001926293436549,12.66
-1.3433531557819878,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.7229712644150121,0.4533829214466457,16.21
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.7229712644150121,-0.6001926293436549,13.81
-1.3433531557819878,1.27422757542697,0.27915759476371155,-0.62158156050806,0.0012466045285092927,-0.6001926293436549,17.51
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,0.3488711816213996,0.4533829214466457,24.52
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,-0.5491589758685669,-0.6001926293436549,20.76
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,1.0875734079437915,1.5069584722369462,31.71
-1.3433531557819878,1.27422757542697,-0.8020242008290764,-0.62158156050806,-1.0054162333029855,-0.6001926293436549,10.59
-1.3433531557819878,1.27422757542697,-0.8020242008290764,-0.62158156050806,-0.7229712644150121,-0.6001926293436549,10.63
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,5.07077168713316,0.4533829214466457,50.81
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,0.11712146355947282,-0.6001926293436549,15.81
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,1.5583150227570808,-0.6001926293436549,7.25
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,0.13160582093834328,-0.6001926293436549,31.85
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,0.7254644734720308,-0.6001926293436549,16.82
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,0.08091057011229656,-0.6001926293436549,32.9
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,-0.7229712644150121,-0.6001926293436549,17.89
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,-0.7229712644150121,-0.6001926293436549,14.48
-1.3433531557819878,1.27422757542697,0.27915759476371155,-0.62158156050806,0.7254644734720308,-0.6001926293436549,9.6
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,0.399566432447446,-0.6001926293436549,34.63
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,0.493714755410104,1.5069584722369462,34.65
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,1.9204239572288415,-0.6001926293436549,23.33
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,0.36335553900027,0.4533829214466457,45.35
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,2.5360091458308345,1.5069584722369462,23.17
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,0.0012466045285092927,-0.6001926293436549,40.55
0.7444058888728213,-0.7847891689715775,0.27915759476371155,-0.62158156050806,1.4496823424155523,2.560534023027247,20.69
-1.3433531557819878,1.27422757542697,0.27915759476371155,-0.62158156050806,0.36335553900027,0.4533829214466457,20.9
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,-0.7229712644150121,2.560534023027247,30.46
-1.3433531557819878,1.27422757542697,0.27915759476371155,-0.62158156050806,0.36335553900027,0.4533829214466457,18.15
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,0.7254644734720308,0.4533829214466457,23.1
0.7444058888728213,1.27422757542697,0.27915759476371155,-0.62158156050806,-1.0850801988867729,-0.6001926293436549,15.69
-1.3433531557819878,1.27422757542697,1.3603393903564995,1.6087993330796848,0.8630658685713001,-0.6001926293436549,19.81
0.7444058888728213,1.27422757542697,1.3603393903564995,1.6087993330796848,-0.3174092578066401,-0.6001926293436549,28.44
0.7444058888728213,1.27422757542697,1.3603393903564995,1.6087993330796848,-0.7084869070361417,-0.6001926293436549,15.48
0.7444058888728213,1.27422757542697,1.3603393903564995,1.6087993330796848,0.7254644734720308,-0.6001926293436549,16.58
0.7444058888728213,-0.7847891689715775,1.3603393903564995,1.6087993330796848,-1.1285332710233842,-0.6001926293436549,7.56
0.7444058888728213,1.27422757542697,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,10.34
-1.3433531557819878,1.27422757542697,1.3603393903564995,1.6087993330796848,1.4496823424155523,1.5069584722369462,43.11
-1.3433531557819878,1.27422757542697,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,13.0
0.7444058888728213,1.27422757542697,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,13.51
0.7444058888728213,1.27422757542697,1.3603393903564995,1.6087993330796848,0.7254644734720308,0.4533829214466457,18.71
-1.3433531557819878,1.27422757542697,1.3603393903564995,1.6087993330796848,-0.7157290857255771,-0.6001926293436549,12.74
-1.3433531557819878,1.27422757542697,1.3603393903564995,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,13.0
-1.3433531557819878,1.27422757542697,1.3603393903564995,1.6087993330796848,-0.36086232994325146,-0.6001926293436549,16.4
0.7444058888728213,1.27422757542697,1.3603393903564995,1.6087993330796848,0.7254644734720308,1.5069584722369462,20.53
-1.3433531557819878,1.27422757542697,1.3603393903564995,1.6087993330796848,0.1678167143855192,0.4533829214466457,16.47
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,0.2981759307953532,0.4533829214466457,26.59
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,0.0012466045285092927,1.5069584722369462,38.73
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,-0.7012447283467067,-0.6001926293436549,24.27
-1.3433531557819878,1.27422757542697,-0.8020242008290764,-0.62158156050806,-0.5564011545580022,-0.6001926293436549,12.76
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,-0.7229712644150121,0.4533829214466457,30.06
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,1.5655572014465158,1.5069584722369462,25.89
0.7444058888728213,-0.7847891689715775,-0.8020242008290764,-0.62158156050806,4.346553818189638,1.5069584722369462,48.33
-1.3433531557819878,1.27422757542697,-0.8020242008290764,-0.62158156050806,-0.36086232994325146,-0.6001926293436549,13.27
-1.3433531557819878,1.27422757542697,-0.8020242008290764,-0.62158156050806,2.5360091458308345,0.4533829214466457,28.17
-1.3433531557819878,1.27422757542697,-0.8020242008290764,-0.62158156050806,-1.3747673464641814,-0.6001926293436549,12.9
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,0.0012466045285092927,2.560534023027247,28.15
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,-1.0850801988867729,-0.6001926293436549,11.59
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,-1.1285332710233842,-0.6001926293436549,7.74
-1.3433531557819878,1.27422757542697,-0.8020242008290764,-0.62158156050806,0.06642621273342612,1.5069584722369462,30.14
0.7444058888728213,1.27422757542697,-1.8832059964218646,1.6087993330796848,-0.5781276906263078,-0.6001926293436549,12.16
-1.3433531557819878,1.27422757542697,-1.8832059964218646,1.6087993330796848,0.3488711816213996,-0.6001926293436549,13.42
0.7444058888728213,1.27422757542697,-1.8832059964218646,1.6087993330796848,-0.7809086939304939,-1.6537681801339554,8.58
-1.3433531557819878,-0.7847891689715775,-1.8832059964218646,1.6087993330796848,0.0012466045285092927,0.4533829214466457,15.98
0.7444058888728213,1.27422757542697,-1.8832059964218646,1.6087993330796848,-1.0271427693712911,-0.6001926293436549,13.42
-1.3433531557819878,1.27422757542697,-1.8832059964218646,1.6087993330796848,-0.36086232994325146,-0.6001926293436549,16.27
-1.3433531557819878,1.27422757542697,-1.8832059964218646,1.6087993330796848,-0.7229712644150121,-0.6001926293436549,10.09
0.7444058888728213,-0.7847891689715775,-0.8020242008290764,-0.62158156050806,0.0012466045285092927,1.5069584722369462,20.45
0.7444058888728213,-0.7847891689715775,-0.8020242008290764,-0.62158156050806,-0.20153439877567658,-0.6001926293436549,13.28
-1.3433531557819878,1.27422757542697,-0.8020242008290764,-0.62158156050806,-0.08565953974471337,-0.6001926293436549,22.12
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,-0.7229712644150121,1.5069584722369462,24.01
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,0.0012466045285092927,0.4533829214466457,15.69
0.7444058888728213,-0.7847891689715775,-0.8020242008290764,-0.62158156050806,0.28369157341648277,-0.6001926293436549,11.61
0.7444058888728213,-0.7847891689715775,-0.8020242008290764,-0.62158156050806,-1.1068067349550785,-0.6001926293436549,10.77
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,0.0012466045285092927,-0.6001926293436549,15.53
0.7444058888728213,-0.7847891689715775,-0.8020242008290764,-0.62158156050806,-1.2661346661226534,-0.6001926293436549,10.07
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,-1.4471891333585336,-0.6001926293436549,12.6
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,-1.324072095638135,-0.6001926293436549,32.83
-1.3433531557819878,-0.7847891689715775,-0.8020242008290764,-0.62158156050806,1.21069044566419,0.4533829214466457,35.83
0.7444058888728213,-0.7847891689715775,-0.8020242008290764,-0.62158156050806,2.1159627818435918,0.4533829214466457,29.03
-1.3433531557819878,1.27422757542697,-0.8020242008290764,-0.62158156050806,-0.7229712644150121,-0.6001926293436549,27.18
0.7444058888728213,1.27422757542697,-0.8020242008290764,-0.62158156050806,-0.7229712644150121,-0.6001926293436549,22.67
0.7444058888728213,-0.7847891689715775,-0.8020242008290764,-0.62158156050806,-0.9040257316508925,-0.6001926293436549,17.82
-1.3433531557819878,-0.7847891689715775,1.3603393903564995,-0.62158156050806,0.0012466045285092927,-0.6001926293436549,18.78
